,Unnamed: 0,label,url_type,scheme,netloc,path,params,query,fragment,port,ip_1,ip_2,ip_3,ip_4,ip,contains [,contains ],contains {,contains },contains (,contains ),contains ;,contains :,contains ',contains @,contains #,contains ~,contains <,contains >,"contains ,",contains .,contains ?,contains /,contains \,contains |,contains `,contains ¬,contains !,"contains """,contains ^,contains &,contains *,contains -,contains _,contains +,contains =,contains %,contains $,contains £,url length,https,top_level_domain,netloc_length,path_length,params_length,query_length,fragment_length,asn_reg,asn,asn_country_code,asn_date,nets_country_code,status_code,is_redirect,server,expires,content_length,content_type,x_powered_by,tld_ca,tld_com,tld_cx,tld_edu,tld_fr,tld_gov,tld_jp,tld_net,tld_org,tld_ro,tld_ru,tld_tw,tld_uk,servers_ATS,servers_Apache,servers_Apache/2.4.29 (Ubuntu),servers_Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/7.1.33,servers_Apache/2.4.6 (CentOS) PHP/5.4.16,servers_CloudFront,servers_ECD (nya/79C5),servers_GSE,servers_Microsoft-IIS/10.0,servers_Microsoft-IIS/7.5,servers_Microsoft-IIS/8.5,servers_NR_WEB,servers_NginX,servers_Server,servers_UploadServer,servers_Varnish,servers_cloudflare,servers_mw1391.eqiad.wmnet,servers_nginx,servers_nginx/1.16.1,servers_openresty,asn_country_code_BG,asn_country_code_BR,asn_country_code_CA,asn_country_code_CN,asn_country_code_CY,asn_country_code_FR,asn_country_code_GB,asn_country_code_IN,asn_country_code_JP,asn_country_code_NL,asn_country_code_RU,asn_country_code_US,nets_country_code_BG,nets_country_code_CA,nets_country_code_CN,nets_country_code_EU,nets_country_code_FR,nets_country_code_IE,nets_country_code_IN,nets_country_code_JP,nets_country_code_NL,nets_country_code_RU,nets_country_code_US,status_code_403.0,status_code_404.0,status_code_406.0,status_code_503.0,status_code_999.0,asn_reg_arin,asn_reg_lacnic,asn_reg_ripencc,x_powered_by_ASP.NET,x_powered_by_Express,x_powered_by_PHP/5.4.16,x_powered_by_PHP/5.6.40,x_powered_by_PHP/7.1.33,x_powered_by_W3 Total Cache/0.11.0,x_powered_by_science!
179,68538,0,1,http,www.development.ohio.gov,/research/files/s0.htm,,,,80,66,144,126,8,66.144.126.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,gov,24,22,0,0,0,arin,19902,US,2001/6/13,US,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
240,977286,1,0,http,167.71.68.6,/sh,,,,80,167,71,68,6,167.71.68.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,11,3,0,0,0,arin,14061,US,2019/4/24,US,404,FALSE,nginx,0,146,text/html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
148,47396,0,1,https,www.answers.yahoo.com,/question/index,,qid=20111110162954AAaTxV8,,443,87,248,100,201,87.248.100.201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,1,com,21,15,0,25,0,ripencc,34010,GB,2005/8/17,IE,200,FALSE,ATS,0,0,text/html; charset=utf-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
352,227572,1,0,http,119.180.115.146:56436,/Mozi.m,,,,56436,119,180,115,146,119.180.115.146,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,21,7,0,0,0,apnic,4837,CN,2008/2/25,CN,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,925170,1,1,http,onedrive.linkpc.net,/Ali/Yasine/final.txt,,,,80,67,214,175,69,67.214.175.69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,net,19,21,0,0,0,arin,12260,US,2007/9/28,US,200,FALSE,Apache/2.4.6 (CentOS) PHP/5.4.16,0,2112,text/html; charset=UTF-8,PHP/5.4.16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
272,67775,1,1,http,chigusa-yukiko.com,/blog/INC/Jf1AyOrQDFt2/,,,,80,183,181,89,149,183.181.89.149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48,0,com,18,23,0,0,0,apnic,2519,JP,2009/12/1,JP,404,FALSE,nginx,"Wed, 11 Jan 1984 05:00:00 GMT",0,text/html; charset=UTF-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
366,761854,1,0,http,159.89.87.113,/razor/r4z0r.arm7,,,,80,159,89,87,113,159.89.87.113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,13,17,0,0,0,arin,14061,US,2017/7/7,US,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128,256160,0,1,https,www.hmrc.gov.uk,/casc/b.htm,,,,443,2,19,148,208,2.19.148.208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,uk,15,11,0,0,0,ripencc,16625,NL,2010/9/10,EU,200,FALSE,nginx,0,14798,text/html; charset=utf-8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,187673,0,1,http,www.artfact.com,/auction-lot/mortimer-borne-figure-with-horse-watercolor-on-1-c-3c585cfed9,,,,80,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,96,0,com,15,74,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,285391,1,0,http,120.59.120.168:57220,/i,,,,57220,120,59,120,168,120.59.120.168,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,20,2,0,0,0,apnic,17813,IN,2008/3/19,IN,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,233607,0,1,https,www.facebook.com,/pages/Kevin-R-Maze-WISP-Release/180372785344346,,,,443,157,240,1,35,157.240.1.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,72,1,com,16,48,0,0,0,arin,32934,US,2015/5/14,US,200,FALSE,0,"Sat, 01 Jan 2000 00:00:00 GMT",0,"text/html; charset=""utf-8""",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
163,316280,0,1,https,www.patrickmcmullan.com,/site/event_detail.aspx,,eid=34024,,443,54,226,204,89,54.226.204.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,64,1,com,23,23,0,9,0,arin,14618,US,2012/3/1,US,200,FALSE,nginx/1.16.1,0,0,text/html; charset=utf-8,Express,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
380,911857,1,0,http,219.157.245.160:34533,/i,,,,34533,219,157,245,160,219.157.245.160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,21,2,0,0,0,apnic,4837,CN,2002/3/21,CN,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,315922,0,1,https,www.parcjeandrapeau.com,/24-Beach-montreal-attraction.html,,,,443,45,61,0,234,45.61.0.234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,65,1,com,23,34,0,0,0,arin,22652,CA,2015/1/2,CA,200,FALSE,Microsoft-IIS/8.5,0,0,text/html;charset=UTF-8,ASP.NET,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
252,794120,1,0,http,45.43.18.171,/bins/GOGOGOTele.spc,,,,80,45,43,18,171,45.43.18.171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,12,20,0,0,0,arin,397423,US,2015/3/26,US,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
204,233039,1,1,https,effect-print.net,/secure/index.php,,,,443,78,128,8,27,78.128.8.27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,1,net,16,17,0,0,0,ripencc,31083,BG,2007/4/5,BG,200,FALSE,Apache,"Thu, 19 Nov 1981 08:52:00 GMT",9935,text/html; charset=UTF-8,PHP/5.6.40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
328,5845,1,0,http,182.119.95.157:54687,/Mozi.m,,,,54687,182,119,95,157,182.119.95.157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,20,7,0,0,0,apnic,4837,CN,2010/3/2,CN,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,147535,0,1,http,www.stopdogbehaviorproblems.blogspot.com,/,,,,80,142,250,178,1,142.250.178.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,com,40,1,0,0,0,arin,15169,US,2012/5/24,US,200,FALSE,GSE,"Tue, 16 Mar 2021 10:12:40 GMT",14741,text/html; charset=UTF-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
162,171158,0,1,http,www.absoluteastronomy.com,/topics/Berri-UQAM_(Montreal_Metro),,,,80,216,55,179,243,216.55.179.243,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,67,0,com,25,35,0,0,0,arin,18501,US,1999/5/28,US,200,FALSE,Microsoft-IIS/8.5,0,42333,text/html; charset=utf-8,ASP.NET,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30,289679,0,1,https,www.matkurja.com,/en/directory/organizations/M/,,,,443,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,com,16,30,0,0,0,,,,,,200,FALSE,NginX,"Mon, 26 Jul 1997 05:00:00 GMT",0,text/html; charset=UTF-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,123300,1,1,http,starlitebaby.com,/xls/case_616.xls,,,,80,107,154,84,76,107.154.84.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,com,16,17,0,0,0,arin,19551,US,2013/12/2,US,503,FALSE,0,0,679,text/html,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
10,90339,0,1,http,www.familytreemaker.genealogy.com,/users/b/l/a/Robert-R-Blair-ON/GENE11-0009.html,,,,80,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,87,0,com,33,47,0,0,0,,,,,,200,FALSE,0,0,23089,text/html;charset=utf-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,507,0,1,http,www.ivc.edu,/,,,,80,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,edu,11,1,0,0,0,,,,,,200,FALSE,Microsoft-IIS/7.5,"Mon, 01 Mar 2021 11:12:43 GMT",23489,text/html; charset=utf-8,ASP.NET,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
263,525993,1,1,http,starlitebaby.com,/xls/case7611.xls,,,,80,107,154,84,76,107.154.84.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,com,16,17,0,0,0,arin,19551,US,2013/12/2,US,503,FALSE,0,0,681,text/html,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
26,336683,0,1,https,www.snagajob.com,/jobs,,t=teen&s=california&l=san+leandro,,443,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,63,1,com,16,5,0,33,0,,,,,,404,FALSE,cloudflare,0,0,text/html; charset=utf-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
359,95013,1,0,http,42.238.60.24:35142,/Mozi.m,,,,35142,42,238,60,24,42.238.60.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,18,7,0,0,0,apnic,4837,CN,2011/2/17,CN,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,35202,1,1,http,www.dejeunerlivre.fr,/skin/dropBOX/db,,,,80,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,fr,20,16,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,594029,1,0,http,200.53.28.4:19942,/.i,,,,19942,200,53,28,4,200.53.28.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,39,0,0,17,3,0,0,0,lacnic,262391,BR,2014/6/3,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
285,251269,1,0,http,221.15.127.213:33125,/Mozi.m,,,,33125,221,15,127,213,221.15.127.213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,20,7,0,0,0,apnic,4837,CN,2003/6/11,CN,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
